QuestionID;QuestionLength;_DT ;_IN ;_JJ ;_JJR ;_JJS ;_NN ;_NNS ;_NNP ;_NNPS ;_PRP ;_RB ;_RBR ;_RBS ;_UH ;_VB ;_VBD ;_VBG ;_VBN ;_VBP ;_VBZ ;_WDT ;_WP ;_WP$ ;_WRB ;BooleanAns;NumberAnswer;ListAnswer;RecallDBpedia
11611;8;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11612;8;0;1;1;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;
11613;13;1;1;1;0;0;3;1;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1
11614;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
11615;11;3;2;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
11616;11;1;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;
11617;16;2;2;1;0;0;5;0;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;1;0;1
11618;8;1;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11619;11;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;1;0;0;1;1
11620;14;2;3;0;0;0;5;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
11621;9;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1
11622;11;1;1;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
11623;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
11624;10;0;1;2;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1
11625;12;1;1;2;0;0;1;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;1;1;0;0;0;1;1
11626;10;1;1;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
11627;8;2;2;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
11628;14;2;2;0;0;0;4;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1
11629;19;3;3;1;0;0;2;3;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
11630;9;1;1;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
11631;17;2;3;0;0;0;3;2;1;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;1;0;0;1;
11632;13;1;3;0;0;0;2;1;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0
11633;16;2;2;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;1
11634;7;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
11635;9;0;1;0;0;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;
11636;16;3;2;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;
11637;8;1;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;
11638;19;3;3;2;0;0;5;1;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
11639;11;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
11640;12;1;1;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1
11641;12;1;2;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;1
11642;9;1;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
11643;8;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
11644;14;2;2;2;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;
11645;15;2;2;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;0.5
11646;16;2;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;1;0;1;0;0
11647;13;1;0;2;0;0;3;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
11648;5;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
11649;6;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;
11650;9;1;2;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
11651;9;2;1;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
11652;6;1;1;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11653;10;0;1;1;0;0;3;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1
11654;8;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11655;11;2;1;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0
11656;14;2;1;1;0;0;0;3;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
11657;13;1;2;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;1;1
11658;7;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0
11659;7;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
11660;9;1;1;1;0;0;0;1;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
11661;11;2;1;1;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.5
11662;7;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
11663;7;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
11664;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
11665;11;1;2;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1
11666;8;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1
11667;9;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
11668;7;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;
11669;9;1;1;1;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0.5
11670;10;2;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
11671;13;1;3;0;0;0;3;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0.5
11672;13;2;1;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;2;1;0;1;1;0;0;0;0;1;1
11673;14;2;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0;1;
11674;9;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
11675;10;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1
11676;8;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11677;7;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0.5
11678;10;1;1;1;0;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
11679;15;1;2;3;0;0;1;1;2;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;1;0;0
11680;5;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0.5
11681;6;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
11682;14;1;3;1;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1
11683;8;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11684;10;1;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;
11685;6;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
11686;12;1;2;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;
11687;14;2;2;0;0;0;3;0;3;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;
11688;6;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
11689;9;2;1;2;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
11690;7;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11691;6;1;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11692;15;3;3;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1
11693;17;2;2;1;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1
11694;10;1;1;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
11695;11;0;2;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1
11696;7;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
11697;9;1;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
11698;9;2;1;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
11699;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
11700;15;0;2;1;0;0;3;1;3;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0
11701;15;3;2;1;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;
11702;7;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1
11703;11;1;1;2;0;0;3;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.3333333333
11704;9;1;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1
11705;8;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
11706;6;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1
11707;12;2;2;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
11708;5;1;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
11709;14;1;2;1;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1
11710;17;2;1;0;0;0;5;0;4;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;1
11711;8;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
11712;17;2;3;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;1;0
11713;10;1;2;0;0;0;1;1;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
11714;15;1;1;2;0;0;2;3;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1
11715;8;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
11716;8;1;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
11717;13;2;2;1;0;0;0;3;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;
11718;14;3;2;1;0;0;4;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
11719;14;1;1;1;0;0;3;1;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1
11720;10;1;2;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
11721;7;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;
11722;10;2;1;0;0;0;2;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
11723;12;2;2;2;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.5
11724;10;2;2;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1
11725;7;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0
11726;12;0;2;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;1
11727;11;2;1;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0
11728;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
11729;13;0;2;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1
11730;16;3;3;1;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;
11731;9;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;
11732;15;2;2;4;0;0;0;3;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1
11733;12;2;2;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;1
11734;13;1;1;1;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
11735;10;1;1;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1
11736;7;0;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;
11737;10;1;0;1;0;0;0;2;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1
11738;9;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0.5
11739;11;1;1;0;0;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1
11740;9;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;
11741;8;0;1;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;
11742;13;3;2;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;
11743;13;0;2;1;0;0;2;2;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1
11744;13;2;2;0;0;0;1;2;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;
11745;13;1;0;3;0;0;1;1;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;1;0
11746;10;1;1;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
11747;8;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.5
11748;11;0;1;1;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;
11749;9;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
11750;10;0;2;1;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
11751;13;3;3;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
11752;10;1;2;0;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1
11753;7;1;1;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11754;9;1;1;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
11755;18;1;0;1;0;0;5;0;1;0;0;0;0;0;0;2;0;1;0;0;3;0;0;1;1;0;0;1;1
11756;13;1;1;1;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0
11757;11;0;2;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1
11758;12;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;2;1;0;0;2;0;0;0;0;1;1
11759;10;1;2;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
11760;8;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
11761;7;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;1
11762;8;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
11763;9;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
11764;11;2;1;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;1;1
11765;9;1;1;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
11766;11;2;2;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1
11767;8;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
11768;9;1;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
11769;14;3;1;0;0;0;1;2;1;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;0;0;1;0
11770;9;0;0;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
11771;12;1;2;0;0;0;5;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11772;5;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
11773;16;1;2;2;0;0;2;1;3;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0.5
11774;14;2;3;1;0;0;2;1;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0.5
11775;6;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
11776;6;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1
11777;12;2;2;0;0;0;3;0;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1
11778;11;2;2;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
11779;6;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
11780;9;1;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
11781;8;0;1;0;0;0;0;0;4;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1
11782;10;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
11783;13;2;3;0;0;0;1;1;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
11784;10;0;1;0;0;0;1;0;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0.5
11785;10;1;1;1;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
11786;11;1;1;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11787;10;0;1;0;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
11788;7;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
11789;10;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1
11790;13;0;2;3;0;0;0;2;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1
11791;6;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0.5
11792;12;1;2;2;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
11793;8;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;
11794;16;3;1;1;0;0;4;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;1;0
11795;14;1;2;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0.5
11796;17;1;2;2;0;0;2;1;2;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;1;0;1;0;
11797;16;3;2;1;0;0;4;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
11798;13;1;1;0;0;0;2;2;0;0;1;0;0;0;0;1;2;0;1;0;0;1;0;0;0;0;0;1;
11799;6;1;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
11800;7;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
11801;8;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1
11802;7;1;1;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11803;10;1;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11804;9;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
11805;15;2;1;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1
11806;13;3;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;1
11807;10;0;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0.5
11808;9;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
11809;10;1;1;0;0;0;0;1;5;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
11810;8;1;2;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
11811;21;2;2;2;0;0;4;1;4;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;0;1;1
11812;7;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
11813;13;0;1;1;0;0;2;0;3;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0.5
11814;7;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.5
11815;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;
11816;9;0;2;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
11817;13;2;2;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;1;0;2;0;0;0;0;1;1
11818;9;1;1;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
11819;11;0;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;1;1
11820;12;0;0;2;0;0;1;2;2;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;
11821;12;2;2;0;0;0;3;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
11822;18;2;4;1;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
11823;10;1;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
11824;10;1;1;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
11825;7;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
11826;6;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
11827;14;2;2;0;0;0;1;2;3;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;1;0
11828;11;1;1;0;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1
11829;16;2;2;1;0;0;0;3;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0
11830;6;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
11831;7;1;1;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
11832;15;1;2;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;1;0;0;1;1
11833;15;3;2;1;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1
11834;6;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1
11835;10;0;1;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0.5
11836;16;0;3;2;0;0;2;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0
